docno	r_avail	text	Docno	Page	x1	y1	x2	y2
473	-1	"Lee, Gray, Paek, and Burke IR (thin film, cm'') 3017, 1768, 1216, 1026, 1010, 756, 668. CrCl, CHls 2 dioxane:THF 6:1! CO,Me 34 23 °C, 12h, 63% 35 Vinyl iodide 35 IW “SS cone 35 TLC (hexanes:EtOAc 4:1) R,; = 0.45, visualized with KMnO,. 'H NMR (400 MHz, CDCI) 5 6.49 (td, J = 7.2, 14.4 Hz, 1H), 5.96 (td, J = 1.6, 14.0 Hz, 1H), 3.66 (s, 3H), 2.29 (t, J = 7.6 Hz, 2H), 2.03 (dq, J = 1.2, 6.8 Hz, 2H), 1.64-1.56 (m, 2H), 1.42-1.33 (m, 2H), 1.33-1.24 (m, 6H). 3C NMR (100 MHz, CDCI,) 5 174.2, 146.6, 74.4, 51.5, 36.0, 34.0, 29.0, 28.9, 28.7, 28.2, 24.8. HRMS (CI+) Calculated for C,,H,,.O,I (M+H)"": 311.0508 Found: 311.0508 IR (thin film, cm'') 2927, 2855, 1738, 1435, 1197, 1172, 946. $23"	Paper9_SIa	23	211	161	2339	3130
474	-1	In an unoptimized procedure, to a suspension of CrCl, (454 mg, 3.75 mmol, 7.0 eq.) in THF (1.5 mL) at 23 °C was added dropwise a solution of (E)-methyl 10-iododec-9-enoate (34)’ (100 mg, 0.537 mmol, 1.0 eq.) and iodoform (422 mg, 1.07 mmol, 2.0 eq.) in dioxane (9.2 mL). After stirring for 12 h, the reaction mixture was diluted with Et,O (10 mL) and poured into water (10 mL). The layers were separated and the aqueous layer was extracted with Et,O (3 x 15 mL). The combined organic extracts were washed with brine (10 mL), dried over MgSO,, and concentrated in vacuo. Purification of the crude product by flash chromatography (hexanes — hexanes:EtOAc 9:1) provided the title compound 35 as a yellow oil (105 mg, 0.337 mmol, 63%). 'H NMR indicated an E:Z ratio of 10:1.	Paper9_SIa	23	210	869	2341	1320
475	-1	MIDA boronate 25 was converted to boronic acid 36 via the following procedure: To a stirred solution of 25 (24.7 mg, 0.094 mmol, 1.0 eq.) in THF (1.34 mL) at 23 °C was added | M aq. NaOH (0.28 mL, 0.28 mmol, 3.0 eq.) and the resulting mixture was stirred at 23 °C for 15 min. The reaction was then quenched with the addition of 0.5 M pH 7 phosphate buffer (1.5 mL) and diluted with Et,O (1.5 mL). The layers were separated and the aqueous layer was extracted with THF:Et,O 1:1 (3 x 3 mL). The combined organic layers were dried over MgSO, and concentrated in vacuo until a small amount of THF (~3.7 mL) remained, yielding a solution of 36; TLC (EtOAc): R; = 0.63, visualized with KMnQ,.	Paper9_SIa	25	210	767	2342	1159
476	-1	A solution of the palladium catalyst was prepared as follows: To a 4 mL vial equipped with a magnetic stir bar and containing 2-dicyclohexylphosphino-2’ ,4’,6’-tri-iso-propyl-1,1’-biphenyl] ligand (5b) (2.1 mg, 0.0044 mmol, 2.0 eq.) was added a solution of Pd(OAc), in THF (0.004 M, 0.545 mL, 0.0022 mmol, 1.0 eq.). The vial was sealed with a PIFE-lined cap and stirred at 23 °C for 30 min.	Paper9_SIa	25	209	1171	2339	1390
477	-1	"This catalyst solution was then utilized in the following procedure: To a 20-mL I-Chem vial equipped with a magnetic stir bar and containing 26 (18.5 mg, 0.062 mmol, 1.0 eq.; E:Z 7:1 by 'H NMR) was added boronic acid 36 (3.7 mL, estimated 0.094 mmol, 1.5 eq.) and the catalyst solution described above (0.31 mL, 0.0013 mmol Pd, 2 mol% Pd). The resulting mixture was sealed with a teflon-lined septum cap and 1 M aqueous NaOH (0.19 mL, 0.190 mmol, 3.0 eq.) was added. The reaction was stirred at 23 °C for 40 min and was then quenched with the addition of saturated aqueous NH,Cl (3 mL). The layers were separated and the aqueous layer was extracted with Et,O (3 x 5 mL). The combined organic extracts were dried over Na,SO, and concentrated in vacuo. The resulting crude product was purified by flash chromatography (hexanes:Et,O 4:1 — Et,O) to yield B-parinaric acid 27 as a fluorescent solid (14.8 mg, 0.054 mmol, 86%). 'H NMR indicated a 7:1 mixture of B-parinaric acid:9-(Z) parinaric acid (arising from 7:1 E:Z mixture of starting material 26). 'H NMR and ""°C NMR analysis of synthetic 27 were fully consistent with the data previously reported for B-parinaric acid.'*""°"	Paper9_SIa	25	210	1402	2341	2087
478	-1	Lee, Gray, Paek, and Burke V. Synthesis of 4% of the amphotericin B macrolide (31) Figure S1. Synthesis of 30. oO | TESOTE OH OH ; LA OAc OH 2,6-lutidine OAc OTES Me“ ~~~ ~O Lipase PS Me“ ~~ 07 CHCl, -78°C Me “~o Me Me hexanes, 50 °C Me Me 1h, 88% Me Me 40 h, 76% 37 38 39 Me Me oe (COCI), DMSO Meio” \g CHClo, -78 °C OAc OTES Pd black, Hp OAc QTES SO nmin: a Me 42 EtOH :EtOAc2:1 Me = OH | me ie : C2: : Et3N, -15 °C Me Me CrClo, Lil 23 °C, 25h, 91% Me Me 40 min, 93% THF, 23 °C 40 41 7h, 68% Me | e YQ2™. OAc OTES oN ie a cl OAc OTES : Pd(PPhs)4, 3 M ag. NaOH, Me Me Me Me THF, 23 °C , 17h, 71% 43 30 O OH OH | = OE LA Me QAc OH Me - 0 Lipase PS, hexanes Me < O Me Me 50 °C, 40 h, 76% Me Me 37 38 Acetate 38 A 200 mL recovery flask was charged with diol 37° (1.18 g, 4.69 mmol, 1.0 eq.), Lipase PS (295 mg, 0.25 mass eq), and hexanes (115 mL) and the resulting slurry was stirred at 50 °C for 15 min. Vinyl acetate (4.33 mL, 47.0 mmol, 10.0 eq) was then added and the reaction mixture was stirred at 50 °C for 40 h. The resulting mixture was cooled to 23 °C and filtered, and the residual enzyme was washed copiously with Et,O. The filtrate was then concentrated in vacuo and the resulting viscous, light yellow oil was purified by flash column chromatography (hexanes:EtOAc 15:1 — 1:1) to yield 38 as a pale yellow oil (1.05 g, 3.57 mmol, 76%). $27	Paper9_SIa	27	210	161	2339	3130
479	-1	Lee, Gray, Paek, and Burke TLC (hexanes:EtOAc 1:1) R,; = 0.60, visualized with p-anisaldehyde. 'H NMR (400 MHz, CDCI1,) 5 7.37-7.29 (m, 5H), 5.32 (dq, J = 4.0, 6.4 Hz,1H), 4.54 (d, J = 12.0 Hz, 1H), 4.49 (d, J = 12.0 Hz, 1H), 3.61-3.53 (m, 3H), 2.66 (d, J = 3.2 Hz, 1H), 2.03 (s, 3H), 1.97-1.91 (m, 1H), 1.91-1.84 (m, 170.4, 138.0, 128.4, 127.7, 127.6, 75.5, 74.9, 73.4, 71.4, 39.6, 34.7, 21.5, 13.8, 10.0, 9.1. HRMS (CI+) Calculated for C,,H,,O, (M+H)*: 295.1909 Found: 295.1905 IR (thin film, cm'') 3497, 2970, 2925, 2873, 1731, 1714, 1453, 1371, 1244, 1101, 1053, 1020, 737, 698. $28	Paper9_SIa	28	211	161	2339	3130
480	-1	Lee, Gray, Paek, and Burke OAc OH Me~ ~~ ~~ ~O Me Me 38 TESOTI 2,6-lutidine CHoClo, -78 °C 1h, 88% Me OAc OTES y Me Me 39 Oo Triethylsilyl ether 39 To a stirred solution of 38 (5.98 g, 20.31 mmol, 1.0 eq.) in CH,Cl, (230 mL) at 0 °C was added 2,6- lutidine (7.84 mL, 67.35 mmol, 3.3 eq.) and the resulting solution was cooled to —-78 °C. Triethylsilyl trifluoromethanesulfonate (7.11 mL, 31.43 mmol, 1.5 eq.) was then added dropwise and the resulting solution was stirred at -78 °C for 1 h. The reaction was then quenched with the addition of saturated aqueous NaHCO, (115 mL) and allowed to warm to 23 °C. The layers were separated and the aqueous layer was extracted with Et,O (3 x 200 mL). The combined organic extracts were dried over MgSO, and concentrated in vacuo to give a yellow oil. Purification by flash chromatography (hexanes:EtOAc 7:1 — 1:1) provided 39 as a yellow oil (7.34g, 17.96 mmol, 88%). Me TLC (hexanes:EtOAc 3:1) OAc OTES “~o Me Me 39 R,; = 0.67, visualized with p-anisaldehyde. 'H NMR (500 MHz, CDCI) 5 7.35-7.26 (m, 5H), 5.00 (app qn, J = 6.5 Hz, 1H), 4.49 (d, J = 11.5 Hz, 1H), 4.43 (d, J = 11.5 Hz, 1H), 3.85 (dd, J = 2.5, 7.0 Hz, 1H), 3.35 (app t, J = 8.5 Hz, 1H), 3.22 (dd, J = 6.0, 9.0 Hz, 1H), 1.96-1.86 (m, 2H), 1.91 (s, 3H), 1.14 (d, J = 6.5 Hz, 3H), 0.95 (t, J = 8.5 Hz, 9H), 0.87 (d, J = 7.0 Hz, 3H), 0.84 (d, J = 6.5 Hz, 3H), 0.60 (m, 6H). 3C NMR (125 MHz, CDCI,) 6 170.4, 138.6, 128.3, 127.7, 127.4, 73.7, 72.9, 72.2, 71.7, 42.6, 35.5, 21.3, 16.1, 11.2, 11.0, 7.0, 5.4. HRMS (ESI+) Calculated for C,,H,,O0,Si (M+H)’: Found: IR (thin film, cm'') 2953, 2875, 1734, 1453, 1369, 1243, 1093, 1046, 1005, 736, 696, 654. 409.2774 409.2765 S29	Paper9_SIa	29	211	161	2340	3130
481	-1	Lee, Gray, Paek, and Burke OAc OTES Pd black, Hp QAc OTES Mey 0 FIOH:EIOAca1 « Me~ OH Me Me 23 °C, 25h, 91% Me Me 39 40 Primary alcohol 40 Caution: palladium black is pyrophoric and should be maintained under inert atmosphere at all times. For this reaction, ECOH and EtOAc were freshly distilled over activated 4A molecular sieves. To a 25 mL three-neck round-bottomed flask equipped with a magnetic stir bar was added palladium black (17.3 mg, 0.163 mmol, 0.6 eq.). To this flask was then added via cannula a solution of benzyl ether 39 (111.0 mg, 0.271 mmol, 1.0 eq.) in Et1OH:EtOAc 2:1 (4.65mL). The reaction flask was purged with H, (balloon) and stirred at 23 °C for 25 h under a positive pressure of H, (balloon). The resulting mixture was then filtered under N, pressure through a short column of Celite, flushing with copious amounts of EtOH (Pd residue kept under solvent at all times). Purification by flash chromatography (hexanes:EtOAc 12:1 — 4:1) yielded primary alcohol 40 as a pale yellow oil (79.1 mg, 0.248 mmol, 91%). OAc OTES Me~ ~~ ~~ ~OH Me Me 40 TLC (hexanes:EtOAc 1:1) R; = 0.56, visualized with p-anisaldehyde. 'H NMR (500 MHz, CDCI,) 5 5.01 (app qn, J = 6.0 Hz, 1H), 3.85 (dd, J = 2.0, 6.0 Hz, 1H), 3.47 (m, 2H), 2.01 (s, 3H), 1.93 (m, 1H), 1.79 (m, 1H), 1.16 (d, J = 6.5 Hz, 3H), 0.97 (t, J = 8.0 Hz, 9H), 0.89 (d, J = 7.5 Hz, 3H), 0.84 (d, J = 7.0 Hz, 3H), 0.62 (q, J = 8.0 Hz, 6H). 3C NMR (125 MHz, CDCI,) 5 170.7, 72.4, 71.7, 66.2, 42.8, 38.0, 21.4, 16.5, 11.2, 11.2, 7.0, 5.3. HRMS (ESI+) Calculated for C,,H;,;0,Si (M+H)’: 319.2305 Found: 319.2310 IR (thin film, cm'') 3457, 2954, 2873, 1731, 1714, 1371, 1245, 1044. $30	Paper9_SIa	30	210	161	2340	3130
482	-1	"Lee, Gray, Paek, and Burke (COCI)>, DMSO OAc QTES CH.Cl, -78 °C OAc OTES Me~ ~~ ~~ ~OH 90 min; Me - - - So Me Me Et3N, -15 °C Me Me 40 min, 93% 40 41 Aldehyde 41 OAc OTES Me~ ~~ ~~ No Me Me 41 TLC (hexanes:EtOAc 1:1) R; = 0.76, stained by p-anisaldehyde. 'H NMR (400 MHz, CDCI,) 5 9.67 (d, J = 0.8 Hz, 1H), 4.99 (app qn, J = 6.4 Hz, 1H), 4.21 (dd, J = 2.8, 6.0 Hz, 1H), 2.44 (ddq, J = 0.8, 3.2, 7.2 Hz, 1H), 2.03 (s, 3H), 1.95 (m, 1H), 1.18 (d, J = 6.4 Hz, 3H), 1.14 (d, J = 7.2 Hz, 3H), 0.94 (t, J = 8.0 Hz, 9H), 0.90 (d, J = 6.8 Hz, 3H), 0.58 (q, J = 7.6 Hz, 6H). 3C NMR (125 MHz, CDCI,) 5 204.7, 170.3, 71.2, 71.2, 49.4, 42.7, 21.3, 16.3, 11.2, 8.3, 6.9, 5.2. HRMS (ESI+) Calculated for C,,H;,,0,SiNa (M+Na)"": 339.1968 Found: 339.1972 IR (thin film, cm'') 2953, 2877, 1731, 1708, 1458, 1372, 1241, 1049, 1010, 946, 740. S31"	Paper9_SIa	31	211	161	2339	3130
483	-1	To a stirred solution of oxalyl chloride (3.44 mL, 40.1 mmol, 5.0 eq.) in CH,Cl, (20 mL) at —78 °C was added dropwise DMSO (5.70 mL, 80.2 mmol, 10.0 eq.) and the resulting solution was stirred at —78 °C for 30 min. To the reaction was then added via cannula a solution of alcohol 40 (2.56 g, 8.02 mmol, 1.0 eq.) in CH,Cl, (55.7 mL) and the resulting solution was stirred at —78 °C for 1.5 h. Triethylamine (28 mL, 201 mmol, 25.0 eq.) was then added and the resulting mixture was allowed to warm to —15 °C over 40 min. The reaction was then quenched with the addition of saturated aqueous NH,Cl (50 mL). The layers were separated and the aqueous phase was extracted with CH,Cl, (3 x 50 mL). The combined organic layers were washed with brine (50 mL), dried over MgSO,, and concentrated in vacuo to yield aldehyde 41 as a yellow oil (2.36 g, 7.46 mmol, 93%).	Paper9_SIa	31	211	789	2339	1295
484	-1	"Lee, Gray, Paek, and Burke Me 0. Cl we B Me. le QAc OTES Je cl OAc OTES oN Me Me Me CrClo, Lil , THF, 23 °C Me Me 41 7 h, 63% 43 Pinacolboronic ester 43 To a stirred slurry of CrCl, (0.204 g, 1.66 mmol, 18.0 eq.) in THF (2 mL) at 23 °C was added a solution of aldehyde 41 (29.2 mg, 0.0923 mmol, 1.0 eq.) and dichlomethylpinacolboronic ester 42’ (0.117 g, 0.554 mmol, 6.0 eq.) in THF (0.18 mL). A solution of Lil (0.149 g, 1.11 mmol, 12.0 eq.) in THF (0.3 mL) was then added and the resulting slurry was stirred at 23 °C for 7 h. The reaction was then poured into ice water (2 mL) and extracted with Et,O (2 x 5 mL). The combined organic extracts were dried over MgSO,, filtered through Celite, and concentrated in vacuo. The crude material was purified by flash chromatography on Florisil® (hexanes:EtOAc 35:1 —> 3:1) to provide the title compound 43 as a pale yellow oil (25.7 mg, 0. 58 mmol, 63%). TLC (hexanes:EtOAc 1:1) R,; = 0.87, visualized with p-anisaldehyde. ""H-NMR (400 MHz, CDCI) 5 6.58 (dd, J = 6.8, 18.0 Hz, 1H), 5.43 (dd, J = 1.2, 18.0 Hz, 1H), 5.04 (app gn, J = 6.4 Hz, 1H), 3.57 (dd, J = 4.8, 6.6 Hz, 1H), 2.45-2.36 (m, 1H), 2.01 (s, 3H), 1.91 (m, 1H), 1.26 (s, 12H), 1.12 (d, J = 6.4 Hz, 3H), 0.98 (d, J = 7.2 Hz, 3H), 0.95 (t, J = 7.6 Hz, 9H), 0.87 (d, J = 7.2 Hz, 3H), 0.60 (q, J = 8.0 Hz, 6H). ""C-NMR (100 MHz, CDCI.) 6 177.2, 158.2, 83.0, 71.5, 42.3, 42.0, 24.8, 24.7, 21.5, 15.7, 13.4, 11.2, 7.1, 5.4. HRMS (CI+) Calculated for C,,H,,BO;Si (M+H)"": 441.3208 Found: 441.3210 IR (thin film, cm'') 2974, 2873, 1736, 1636, 1458, 1359, 1322, 1241, 1145, 1004, 970, 848, 731. $32"	Paper9_SIa	32	211	161	2340	3130
485	-1	"Lee, Gray, Paek, and Burke Me Me hO™m™ OAc OTES oN Me 7° QAc OTES Me x x YN Bio Me Me - SA SX Cl : Pd(PPhs)4 Me Me Me Me 3 Mag. NaOH, 43 THF, 23 °C 30 17h, 71% Dienylchloride 30 A 15 mL round-bottomed flask equipped with a stir bar was charged with pinacol boronic ester 43 (126.9 mg, 0.288 mmol, 1.5 eq.). To this flask was then added a solution of (E)-1-chloro-2-iodoethylene (17)’ (36.2 mg, 0.192 mmol, 1.0 eq.) and Pd(PPh;), (16.6 mg, 0.0144 mmol, 5 mol%) as a solution in THF (4.5 mL) followed by 3 M aqueous NaOH (0.192 mL, 0.576 mmol, 2.0 eq.). The resulting mixture was stirred at 23 °C for 17 h and then the reaction was quenched with saturated aqueous NH,Cl (5 mL). The resulting mixture was diluted with diethyl ether (5 mL) and the layers were separated. The aqueous layer was extracted with diethyl ether (3 x 5 mL) and the combined organic layers were dried over MgSO, and concentrated in vacuo. Purification of the resulting residue by flash chromatography (hexanes:EtOAc 35:1 — 5:1 with 1% Et,N (v/v) added to all eluents) provided dienylchloride 30 as a yellow oil (51.0 mg, 0.136 mmol, 71%). OAc OTES “ Cl Me Ws Me Me 30 TLC (hexanes:EtOAc 10:1) R,; = 0.34, visualized with KMnO,. ""H-NMR (500 MHz, CDCI) 5 6.41 (dd, J = 11.5, 13.0 Hz, 1H), 6.11 (d, J = 13.0 Hz, 1H), 5.96 (dd, J = 11.0, 15.5 Hz, 1H), 5.65 (dd, J = 8.0, 15.5 Hz, 1H), 5.05 (app gn, J = 6.5 Hz, 1H), 3.50 (app t, J = 5.5 Hz, 1H), 2.37 (m, 1H), 2.01 (s, 3H), 1.88 (m, 1H), 1.13 (d, J = 6.0 Hz, 3H), 0.99 (d, J = 7.0 Hz, 3H), 0.96 (t, J= 8.0 Hz, 9H), 0.89 (d, J = 7.0 Hz, 3H), 0.60 (q, J = 7.5 Hz, 6H). '3C-NMR (125 MHz, CDCI.) 6 170.2, 139.2, 133.7, 125.6, 119.0, 71.6, 71.4, 42.2, 40.3, 21.4, 16.4, 15.5, 11.2, 7.0, 5.4. HRMS (CI+) Calculated for C,)H,,ClO,Si (M+H)"": 375.2122 Found: 375.2122 IR (thin film, cm'') 2960, 2873, 1735, 1241, 1015, 800, 655. $33"	Paper9_SIa	33	210	161	2340	3130
486	-1	Ho ‘ 17 fe) oO \Z2™ pr NMe 17 Me BB, Af \ Me A solution of the catalyst was prepared as follows: An oven-dried Wheaton vial equipped with a magnetic stir bar was charged with Pd(OAc), (5.60 mg, 0.025 mmol, 1.0 eq.) and 2-dicyclohexylphosphino-2’ ,6’- dimethoxy-1,1’-bipheny] (5a) (20.5 mg, 0.050 mmol, 2.0 eq.). Toluene (3.00 mL) was added and the vial was sealed with a PTFE-lined plastic cap. The resulting mixture was stirred at 23 °C for 45 min. resulting in a yellow Pd/Sa catalyst solution (0.00833 N Pd in toluene). HRMS (ESI+) Calculated for C,,H,,BNO, (M+H)’: 252.1407 Found: 252.1404	Paper9_SIa	34	209	287	2339	2807
487	-1	(HO)2B._~19 oO O-BLA_AW) O Pd(OAc)> 07 ~o 18 PCy. KF, PhMe 28 Meo @ OMe 23°C, 36h 5a 96% This catalyst solution was then utilized in the following procedure: An oven-dried Wheaton vial equipped with a magnetic stir bar was charged with BB, (0.262 g, 1.00 mmol, 1.0 eq.), (E)-1-pentenylboronic acid 18 (0.171 g, 1.50 mmol, 1.5 eq.), KF (0.116 g, 2.00 mmol, 2.0 eq.), toluene (7.0 mL) and the catalyst solution (1.20 mL, 0.01 mmol, 1.0 mol% Pd). The vial was then sealed with PTFE-lined plastic cap, and the reaction mixture was stirred at 23 °C for 36 h. The resulting heterogeneous light yellow mixture was diluted with acetonitrile (10.0 mL) and filtered through a short pad of Celite. The filtrate was concentrated in vacuo. The crude product was then purified by flash chromatography on silica gel (petroleum ether:EtOAc 1:1 — EtOAc — EtOAc:MeCN 9:1) to give the title compound 28 as a colorless crystalline solid (0.241 g, 0.959 mmol, 96%).	Paper9_SIa	34	211	440	2340	1610
488	-1	oO THF, 23 °C CL. paonc) or 0 2 15 min 44 PCy2 2 29 8 #Pr a Pr CS2CO3 MIDA boronate 28 was converted to (E,E)-1,3-heptadienyl boronic acid 44 via the following procedure: To a stirred mixture of 28 (25.6 mg, 0.102 mmol, 1.0 eq.) in THF (1.0 mL) at 23 °C was added IN NaOH (aq.) (0.306 mL, 0.306 mmol, 3.0 eq.) via syringe. The reaction mixture was stirred at 23 °C for 15 min. The resulting mixture was treated with 1.0 N phosphate buffer solution (pH 7, 0.5 mL) and diluted with Et,O (1.0 mL). The organic layer was separated and aqueous layer was extracted with THF:Et,O 1:1 (3 x 1.50 mL). The combined organic layers were dried over anhydrous magnesium sulfate. After filtration, the resulting colorless solution was concentrated to ~ 0.50 mL volume of THF in vacuo. THF (5.0 mL) was added and concentrated again to ~ 0.25 mL volume of THF in vacuo. The isolated yield of boronic acid 44 was assumed to be 90% based on 28, and a 0.1836 N solution of boronic acid 44 in THF (0.0918 mmol/0.50 mL of THF) was prepared using a 1.0 mL (v/v) volumetric vial. This solution was immediately used in the next reaction without further purification. TLC (EtOAc) R; = 0.88, visualized by UV lamp (A = 254 nm) or with KMnQ,.	Paper9_SIa	35	210	438	2340	1447
489	-1	A solution of the catalyst was prepared as follows: A 20 mL Wheaton vial equipped with a magnetic stir bar was charged with Pd(OAc), (5.60 mg, 0.025 mmol, 1.0 eq.) and 2-dicyclohexylphosphino-2’.4’ ,6’-tri- iso-propyl-1,1’-biphenyl (5b) (24.5 mg, 0.050 mmol, 2.0 eq.). Toluene (3.0 mL) was added and the vial was sealed with a PTFE-lined plastic cap. The resulting mixture was stirred at 23 °C for 1 h to yield a reddish Pd/5b catalyst solution (0.00833 N Pd in toluene).	Paper9_SIa	35	209	1460	2339	1736
490	-1	This catalyst solution was then utilized in the following procedure: A 10 mL Wheaton vial equipped with a magnetic stir bar was charged with BB, (16.5 mg, 0.0612 mmol, 1.0 eq.), Cs,;CO; (40.0 mg, 0.1224 mmol, 2.0 eq.), the 0.1836 N boronic acid 44 in THF solution (0.0918 mmol, 0.50 mL), and the catalyst solution (0.110 mL, 1.5 mol% Pd). Toluene (1.64 mL) was then added and the vial was sealed with a PTFE-lined plastic cap and stirred for 18 h at 45 °C. The resulting deep orange mixture was diluted with EtOAc (5.0 mL) and filtered through a short pad of Florisil®. The filtrate was concentrated in vacuo to provide an orange solid. The crude product was purified by flash chromatography on Florisil® (petroleum ether:EtOAc 1:1 — EtOAc — EtOAc:MeCN 9:1) to give the title compound 29 as a light yellow solid (8.40 mg, 0.0255 mmol, 42%).	Paper9_SIa	35	210	1749	2340	2262
491	-1	A solution of the catalyst was prepared as follows: An oven-dried Wheaton vial equipped with a magnetic stir bar was charged with Pd(OAc), (5.60 mg, 0.025 mmol, 1.0 eq.) and 2-dicyclohexylphosphino- 2’.4’,6’-tri-iso-propyl-1,1’-biphenyl (5b) (24.5 mg, 0.050 mmol, 2.0 eq.). Toluene (3.0 mL) was added and the vial was sealed with a PTFE-lined plastic cap. The resulting mixture was stirred at 23 °C for 1h to yield a reddish Pd/Sb catalyst solution (0.00833 N Pd in toluene).	Paper9_SIa	37	209	927	2339	1203
492	-1	This catalyst solution was then utilized in the following procedure: An oven-dried Wheaton vial equipped with a magnetic stir bar was charged with 30 (7.0 mg, 0.0187 mmol, 1.0 eq.), 29 (14.0 mg, 0.0421 mmol, 2.25 eq.), the catalyst solution (0.034 mL, 1.5 mol% Pd), and THF (1.50 mL), and the vial was sealed with a PTFE-lined plastic cap. Degassed 1N NaOH (aq.) (0.211 mL, 0.211 mmol, 5.00 eq. based on 29) was added into the vial via syringe. The yellow reaction mixture was stirred for 15 min at 23 °C and then stirred at 45 °C for 16 hr. The resulting heterogeneous deep reddish mixture was diluted with ethyl acetate (5.0 mL) and dried over anhydrous magnesium sulfate. The orange solution was filtered through short pad Florisil® and the filtrate was concentrated in vacuo to provide an orange solid. The crude product was purified by flash chromatography on Florisil® (petroleum ether:EtOAc 60:1) to give the title compound 31 as a yellow solid (4.60 mg, 0.0090 mmol, 48%).	Paper9_SIa	37	210	1215	2339	1783
